feature,year,gender,number_of_jobs,median_income
Permanent,2018-19,Males,23.59,34403
Permanent,2019-20,Males,24.537,37072
Permanent,2020-21,Males,26.377,37499
Permanent,2021-22,Males,29.447,35790
Permanent,2017-18,Males,166.351,58005
Permanent,2018-19,Males,182.027,62061
Permanent,2019-20,Males,185.818,66007
Permanent,2020-21,Males,203.26,67161
Permanent,2021-22,Males,228.643,66002
Permanent,2017-18,Males,155.374,16732
Permanent,2018-19,Males,162.135,18462
Permanent,2019-20,Males,163.808,19529
Permanent,2020-21,Males,179.846,18400
Permanent,2021-22,Males,204.981,17270
Permanent,2017-18,Males,56.132,62346
Permanent,2018-19,Males,64.986,61859
Permanent,2019-20,Males,64.607,65772
Permanent,2020-21,Males,70.459,68632
Permanent,2021-22,Males,85.173,61977
Permanent,2017-18,Males,60.4,35316
Permanent,2018-19,Males,62.439,37127
Permanent,2019-20,Males,68.223,40898
Permanent,2020-21,Males,70.417,44177
Permanent,2021-22,Males,78.709,38624
Permanent,2017-18,Males,102.621,52162
Permanent,2018-19,Males,112.938,54909
Permanent,2019-20,Males,114.704,54272
Permanent,2020-21,Males,142.468,57558
Permanent,2021-22,Males,165.944,51661
Permanent,2017-18,Males,18.221,19350
Permanent,2018-19,Males,19.524,20006
Permanent,2019-20,Males,20.047,20954
Permanent,2020-21,Males,21.283,21969
Permanent,2021-22,Males,23.457,15394
Permanent,2017-18,Males,37.96,25795
Permanent,2018-19,Males,41.23,27645
Permanent,2019-20,Males,45.387,28623
Permanent,2020-21,Males,50.412,30747
Permanent,2021-22,Males,53.853,28471
Permanent,2017-18,Males,1410.738,35883
Permanent,2018-19,Males,1494.908,38285
Permanent,2019-20,Males,1538.19,40647
Permanent,2020-21,Males,1672.46,40498
Permanent,2021-22,Males,1882.423,37561
Permanent,2017-18,Males,9.551,22821
Permanent,2018-19,Males,10.007,25085
Permanent,2019-20,Males,10.331,26575
Permanent,2020-21,Males,11.604,24299
Permanent,2021-22,Males,11.701,26760
Permanent,2017-18,Males,15.889,123973
Permanent,2018-19,Males,17.666,123762
Permanent,2019-20,Males,19.019,128816
Permanent,2020-21,Males,19.546,135527
Permanent,2021-22,Males,22.711,130005
Permanent,2017-18,Males,85.537,55626
Permanent,2018-19,Males,88.5,59145
Permanent,2019-20,Males,88.079,60627
Permanent,2020-21,Males,94.211,61624
Permanent,2021-22,Males,100.319,61966
Permanent,2017-18,Males,9.748,92544
Permanent,2018-19,Males,10.682,92703
Permanent,2019-20,Males,11.239,96420
Permanent,2020-21,Males,12.565,101389
Permanent,2021-22,Males,13.687,100331
Permanent,2017-18,Males,102.11,39439
Permanent,2018-19,Males,106.21,41259
Permanent,2019-20,Males,107.845,41722
Permanent,2020-21,Males,115.545,44307
Permanent,2021-22,Males,123.218,44511
Permanent,2017-18,Males,55.288,58392
Permanent,2018-19,Males,56.516,61270
Permanent,2019-20,Males,57.521,64997
Permanent,2020-21,Males,60.754,65002
Permanent,2021-22,Males,63.462,65328
Permanent,2017-18,Males,67.809,32048
Permanent,2018-19,Males,69.627,34205
Permanent,2019-20,Males,72.093,35706
Permanent,2020-21,Males,77.248,36065
Permanent,2021-22,Males,86.998,31176
Permanent,2017-18,Males,66.496,19964
Permanent,2018-19,Males,69.048,20934
Permanent,2019-20,Males,73.993,22948
Permanent,2020-21,Males,79.619,23145
Permanent,2021-22,Males,87.499,18359
Permanent,2017-18,Males,75.828,20465
Permanent,2018-19,Males,84.701,21417
Permanent,2019-20,Males,90.24,20802
Permanent,2020-21,Males,93.821,27848
Permanent,2021-22,Males,104.882,21046
Permanent,2017-18,Males,23.68,74677
Permanent,2018-19,Males,25.101,76322
Permanent,2019-20,Males,25.672,83331
Permanent,2020-21,Males,27.133,81568
Permanent,2021-22,Males,32.011,90070
Permanent,2017-18,Males,48.022,69739
Permanent,2018-19,Males,54.26,71511
Permanent,2019-20,Males,59.339,75685
Permanent,2020-21,Males,65.264,78225
Permanent,2021-22,Males,76.483,73483
Permanent,2017-18,Males,17.931,36998
Permanent,2018-19,Males,18.53,38820
Permanent,2019-20,Males,19.396,41135
Permanent,2020-21,Males,20.599,41496
Permanent,2021-22,Males,22.415,40873
Permanent,2017-18,Males,142.827,62849
Permanent,2018-19,Males,155.451,67258
Permanent,2019-20,Males,158.132,71318
Permanent,2020-21,Males,171.451,73302
Permanent,2021-22,Males,190.125,73022
Permanent,2017-18,Males,116.8,19286
Permanent,2018-19,Males,121.055,21465
Permanent,2019-20,Males,121.588,22658
Permanent,2020-21,Males,129.244,22199
Permanent,2021-22,Males,142.722,21571
Permanent,2017-18,Males,44.535,65164
Permanent,2018-19,Males,51.167,65419
Permanent,2019-20,Males,50.449,68785
Permanent,2020-21,Males,54.503,71903
Permanent,2021-22,Males,64.893,66337
Permanent,2017-18,Males,49.046,45032
Permanent,2018-19,Males,50.061,48464
Permanent,2019-20,Males,54.73,51852
Permanent,2020-21,Males,56.006,56176
Permanent,2021-22,Males,61.536,50435
Permanent,2017-18,Males,78.78,57507
Permanent,2018-19,Males,86.369,60001
Permanent,2019-20,Males,86.415,60238
Permanent,2020-21,Males,105.925,63955
Permanent,2021-22,Males,120.863,58931
Permanent,2017-18,Males,13.384,24365
Permanent,2018-19,Males,14.253,25566
Permanent,2019-20,Males,14.535,26399
Permanent,2020-21,Males,15.311,27401
Permanent,2021-22,Males,16.509,21074
Permanent,2017-18,Males,30.013,28599
Permanent,2018-19,Males,32.361,30435
Permanent,2019-20,Males,35.64,30956
Permanent,2020-21,Males,38.847,33663
Permanent,2021-22,Males,40.716,32002
Permanent,2017-18,Males,1113.88,41184
Permanent,2018-19,Males,1173.663,44274
Permanent,2019-20,Males,1202.861,46797
Permanent,2020-21,Males,1287.457,47134
Permanent,2021-22,Males,1420.802,45034
Permanent,2017-18,Males,3.356,7571
Permanent,2018-19,Males,3.254,10403
Permanent,2019-20,Males,3.461,11072
Permanent,2020-21,Males,4.272,9603
Permanent,2021-22,Males,4.281,10323
Permanent,2017-18,Males,2.304,74011
Permanent,2018-19,Males,2.676,77843
Permanent,2019-20,Males,2.956,87954
Permanent,2020-21,Males,3.453,85625
Permanent,2021-22,Males,4.6,77544
Permanent,2017-18,Males,20.095,39093
Permanent,2018-19,Males,21.615,41095
Permanent,2019-20,Males,21.541,44886
Permanent,2020-21,Males,24.893,42238
Permanent,2021-22,Males,28.544,39373
Permanent,2017-18,Males,1.602,61083
Permanent,2018-19,Males,1.966,57725
Permanent,2019-20,Males,2.084,65247
Permanent,2020-21,Males,2.377,68213
Permanent,2021-22,Males,2.699,67024
Permanent,2017-18,Males,24.059,26028
Permanent,2018-19,Males,26.136,27972
Permanent,2019-20,Males,27.058,29924
Permanent,2020-21,Males,30.942,30596
Permanent,2021-22,Males,35.293,30000
Permanent,2017-18,Males,12.425,34612
Permanent,2018-19,Males,13.016,38402
Permanent,2019-20,Males,13.491,41638
Permanent,2020-21,Males,15.411,38997
Permanent,2021-22,Males,17.001,36849
Permanent,2017-18,Males,29.717,16132
Permanent,2018-19,Males,31.703,16750
Permanent,2019-20,Males,33.842,18347
Permanent,2020-21,Males,38.071,18010
Permanent,2021-22,Males,47.287,13819
Permanent,2017-18,Males,30.292,7257
Permanent,2018-19,Males,32.027,7578
Permanent,2019-20,Males,33.507,8576
Permanent,2020-21,Males,38.353,8323
Permanent,2021-22,Males,47.307,6044
Permanent,2017-18,Males,19.73,17677
Permanent,2018-19,Males,22.52,18794
Permanent,2019-20,Males,24.755,19046
Permanent,2020-21,Males,27.452,23642
Permanent,2021-22,Males,32.183,17626
Permanent,2017-18,Males,4.26,31593
Permanent,2018-19,Males,4.836,26565
Permanent,2019-20,Males,4.843,32512
Permanent,2020-21,Males,5.551,26332
Permanent,2021-22,Males,6.647,27860
Permanent,2017-18,Males,9.168,46400
Permanent,2018-19,Males,10.749,45000
Permanent,2019-20,Males,11.909,49601
Permanent,2020-21,Males,13.709,48435
Permanent,2021-22,Males,17.123,42495
Permanent,2017-18,Males,4.761,19704
Permanent,2018-19,Males,5.055,21038
Permanent,2019-20,Males,5.134,24063
Permanent,2020-21,Males,5.777,24259
Permanent,2021-22,Males,7.03,22346
Permanent,2017-18,Males,23.491,32029
Permanent,2018-19,Males,26.536,35606
Permanent,2019-20,Males,27.646,40123
Permanent,2020-21,Males,31.757,40095
Permanent,2021-22,Males,38.475,38211
Permanent,2017-18,Males,38.541,10589
Permanent,2018-19,Males,41.055,11500
Permanent,2019-20,Males,42.185,12683
Permanent,2020-21,Males,50.565,11057
Permanent,2021-22,Males,62.224,10167
Permanent,2017-18,Males,11.578,50424
Permanent,2018-19,Males,13.813,46938
Permanent,2019-20,Males,14.145,52728
Permanent,2020-21,Males,15.952,56155
Permanent,2021-22,Males,20.27,46886
Permanent,2017-18,Males,11.336,10785
Permanent,2018-19,Males,12.35,10850
Permanent,2019-20,Males,13.465,13008
Permanent,2020-21,Males,14.392,14396
Permanent,2021-22,Males,17.154,12087
Permanent,2017-18,Males,23.828,38001
Permanent,2018-19,Males,26.544,41055
Permanent,2019-20,Males,28.273,39380
Permanent,2020-21,Males,36.523,41606
Permanent,2021-22,Males,45.067,35517
Permanent,2017-18,Males,4.825,10332
Permanent,2018-19,Males,5.268,10310
Permanent,2019-20,Males,5.505,12133
Permanent,2020-21,Males,5.97,12747
Permanent,2021-22,Males,6.949,8282
Permanent,2017-18,Males,7.943,17941
Permanent,2018-19,Males,8.864,19502
Permanent,2019-20,Males,9.747,21778
Permanent,2020-21,Males,11.557,22242
Permanent,2021-22,Males,13.131,19896
Permanent,2017-18,Males,296.621,20000
Permanent,2018-19,Males,320.975,21442
Permanent,2019-20,Males,335.063,23522
Permanent,2020-21,Males,384.736,23341
Permanent,2021-22,Males,461.353,20073
Permanent,2017-18,Females,10.772,12545
Permanent,2018-19,Females,11.379,13999
Permanent,2019-20,Females,11.835,15133
Permanent,2020-21,Females,13.734,13412
Permanent,2021-22,Females,14.415,14318
Permanent,2017-18,Females,4.632,78229
Permanent,2018-19,Females,5.145,79857
Permanent,2019-20,Females,5.582,85562
Permanent,2020-21,Females,6.355,90866
Permanent,2021-22,Females,7.995,87630
Permanent,2017-18,Females,47.577,35728
Permanent,2018-19,Females,51.182,38006
Permanent,2019-20,Females,51.81,40032
Permanent,2020-21,Females,58.301,40075
Permanent,2021-22,Females,67.258,36331
Permanent,2017-18,Females,4.614,65567
Permanent,2018-19,Females,5.147,67544
Permanent,2019-20,Females,5.392,71007
Permanent,2020-21,Females,6.345,74631
Permanent,2021-22,Females,7.228,72533
Permanent,2017-18,Females,24.747,28819
Permanent,2018-19,Females,26.729,30217
Permanent,2019-20,Females,27.898,32400
Permanent,2020-21,Females,31.982,33477
Permanent,2021-22,Females,36.835,32253
Permanent,2017-18,Females,43.096,36363
Permanent,2018-19,Females,45.652,38502
Permanent,2019-20,Females,45.99,42361
Permanent,2020-21,Females,49.674,42435
Permanent,2021-22,Females,54.769,40383
Permanent,2017-18,Females,107.23,17114
Permanent,2018-19,Females,114.094,17999
Permanent,2019-20,Females,118.747,19708
Permanent,2020-21,Females,133.12,19748
Permanent,2021-22,Females,160.122,15334
Permanent,2017-18,Females,97.201,10418
Permanent,2018-19,Females,102.262,11290
Permanent,2019-20,Females,109.936,13099
Permanent,2020-21,Females,125.957,12427
Permanent,2021-22,Females,150.191,8916
Permanent,2017-18,Females,21.271,33000
Permanent,2018-19,Females,24.295,33257
Permanent,2019-20,Females,25.151,35434
Permanent,2020-21,Females,28.937,31041
Permanent,2021-22,Females,36.548,22931
Permanent,2017-18,Females,16.775,40196
Permanent,2018-19,Females,18.621,38403
Permanent,2019-20,Females,18.541,46307
Permanent,2020-21,Females,20.304,42825
Permanent,2021-22,Females,24.173,43989
Permanent,2017-18,Females,55.475,48338
Permanent,2018-19,Females,61.569,49659
Permanent,2019-20,Females,66.477,53486
Permanent,2020-21,Females,74.955,53743
Permanent,2021-22,Females,90.581,49734
Permanent,2017-18,Females,23.46,24027
Permanent,2018-19,Females,24.255,24997
Permanent,2019-20,Females,25.085,27715
Permanent,2020-21,Females,27.966,27769
Permanent,2021-22,Females,31.231,26219
Permanent,2017-18,Females,117.373,32684
Permanent,2018-19,Females,131.035,35600
Permanent,2019-20,Females,135.059,38836
Permanent,2020-21,Females,153.264,39005
Permanent,2021-22,Females,179.269,38629
Permanent,2017-18,Females,131.906,12938
Permanent,2018-19,Females,144.792,13867
Permanent,2019-20,Females,145.456,15246
Permanent,2020-21,Females,158.031,15192
Permanent,2021-22,Females,200.099,12916
Permanent,2017-18,Females,39.605,52593
Permanent,2018-19,Females,52.346,48975
Permanent,2019-20,Females,47.318,56211
Permanent,2020-21,Females,52.825,59567
Permanent,2021-22,Females,68.594,52032
Permanent,2017-18,Females,110.2,25277
Permanent,2018-19,Females,114.455,25067
Permanent,2019-20,Females,126.154,29348
Permanent,2020-21,Females,134.118,31082
Permanent,2021-22,Females,155.472,27351
Permanent,2017-18,Females,300.625,35681
Permanent,2018-19,Females,335.315,37321
Permanent,2019-20,Females,338.583,37500
Permanent,2020-21,Females,418.62,38925
Permanent,2021-22,Females,496.285,34077
Permanent,2017-18,Females,18.228,11436
Permanent,2018-19,Females,20.714,11551
Permanent,2019-20,Females,22.264,13223
Permanent,2020-21,Females,24.539,14299
Permanent,2021-22,Females,27.845,9157
Permanent,2017-18,Females,49.462,16187
Permanent,2018-19,Females,55.576,17029
Permanent,2019-20,Females,59.627,18682
Permanent,2020-21,Females,67.955,20888
Permanent,2021-22,Females,76.474,16526
Permanent,2017-18,Females,1290.452,24656
Permanent,2018-19,Females,1400.089,26019
Permanent,2019-20,Females,1451.857,28756
Permanent,2020-21,Females,1631.901,28602
Permanent,2021-22,Females,1929.581,24651
Permanent,2017-18,Females,7.779,14588
Permanent,2018-19,Females,8.334,16253
Permanent,2019-20,Females,8.62,17199
Permanent,2020-21,Females,9.95,15994
Permanent,2021-22,Females,10.646,16310
Permanent,2017-18,Females,3.472,81980
Permanent,2018-19,Females,3.816,85294
Permanent,2019-20,Females,4.103,91615
Permanent,2020-21,Females,4.605,96902
Permanent,2021-22,Females,5.746,92566
Permanent,2017-18,Females,34.521,37670
Permanent,2018-19,Females,37.025,39721
Permanent,2019-20,Females,37.432,41834
Permanent,2020-21,Females,41.91,42238
Permanent,2021-22,Females,48.14,39340
Permanent,2017-18,Females,3.443,68011
Permanent,2018-19,Females,3.844,70304
Permanent,2019-20,Females,4.043,73946
Permanent,2020-21,Females,4.74,77496
Permanent,2021-22,Females,5.337,75112
Permanent,2017-18,Females,18.095,30000
Permanent,2018-19,Females,19.541,31596
Permanent,2019-20,Females,20.394,33593
Permanent,2020-21,Females,23.051,35279
Permanent,2021-22,Females,26.332,33911
Permanent,2017-18,Females,31.92,39308
Permanent,2018-19,Females,33.67,41240
Permanent,2019-20,Females,34.017,44604
Permanent,2020-21,Females,36.646,45009
Permanent,2021-22,Females,40.236,43346
Permanent,2017-18,Females,66.483,20255
Permanent,2018-19,Females,70.631,21351
Permanent,2019-20,Females,73.831,22997
Permanent,2020-21,Females,82.061,23504
Permanent,2021-22,Females,96.849,19087
Permanent,2017-18,Females,60.016,13616
Permanent,2018-19,Females,63.428,14796
Permanent,2019-20,Females,69.39,16642
Permanent,2020-21,Females,79.016,16298
Permanent,2021-22,Females,92.293,11938
Permanent,2017-18,Females,15.766,35429
Permanent,2018-19,Females,17.862,36269
Permanent,2019-20,Females,18.468,37357
Permanent,2020-21,Females,21.048,34003
Permanent,2021-22,Females,26.089,25911
Permanent,2017-18,Females,12.155,45024
Permanent,2018-19,Females,13.327,44999
Permanent,2019-20,Females,13.204,51519
Permanent,2020-21,Females,14.457,48541
Permanent,2021-22,Females,16.96,50996
Permanent,2017-18,Females,41.527,50768
Permanent,2018-19,Females,45.712,52369
Permanent,2019-20,Females,49.222,56119
Permanent,2020-21,Females,54.93,56763
Permanent,2021-22,Females,65.829,52910
Permanent,2017-18,Females,17.091,25789
Permanent,2018-19,Females,17.629,26874
Permanent,2019-20,Females,18.412,29233
Permanent,2020-21,Females,20.381,29323
Permanent,2021-22,Females,22.548,28035
Permanent,2017-18,Females,85.443,35848
Permanent,2018-19,Females,94.967,38584
Permanent,2019-20,Females,97.779,41503
Permanent,2020-21,Females,110.032,41891
Permanent,2021-22,Females,127.554,41669
Permanent,2017-18,Females,90.76,14357
Permanent,2018-19,Females,99.269,15364
Permanent,2019-20,Females,99.776,16647
Permanent,2020-21,Females,107.262,16970
Permanent,2021-22,Females,133.21,14515
Permanent,2017-18,Females,28.719,54631
Permanent,2018-19,Females,37.357,52832
Permanent,2019-20,Females,33.7,59099
Permanent,2020-21,Females,37.112,62632
Permanent,2021-22,Females,47.419,56576
Permanent,2017-18,Females,78.225,28825
Permanent,2018-19,Females,80.006,29226
Permanent,2019-20,Females,88.293,33485
Permanent,2020-21,Females,93.553,35357
Permanent,2021-22,Females,107.496,31351
Permanent,2017-18,Females,216.155,38990
Permanent,2018-19,Females,239.863,40609
Permanent,2019-20,Females,239.281,40562
Permanent,2020-21,Females,293.249,42704
Permanent,2021-22,Females,344.787,37762
Permanent,2017-18,Females,12.372,14518
Permanent,2018-19,Females,13.937,15114
Permanent,2019-20,Females,15.069,15531
Permanent,2020-21,Females,16.517,17223
Permanent,2021-22,Females,18.489,11512
Permanent,2017-18,Females,36.196,16894
Permanent,2018-19,Females,40.846,17692
Permanent,2019-20,Females,43.91,19088
Permanent,2020-21,Females,49.873,21549
Permanent,2021-22,Females,55.846,17077
Permanent,2017-18,Females,909.776,27943
Permanent,2018-19,Females,982.974,29516
Permanent,2019-20,Females,1018.306,31911
Permanent,2020-21,Females,1134.866,31939
Permanent,2021-22,Females,1325.613,28255
Permanent,2017-18,Females,2.993,7424
Permanent,2018-19,Females,3.042,8401
Permanent,2019-20,Females,3.218,10041
Permanent,2020-21,Females,3.784,8657
Permanent,2021-22,Females,3.763,9725
Permanent,2017-18,Females,1.151,64143
Permanent,2018-19,Females,1.327,65531
Permanent,2019-20,Females,1.486,71646
Permanent,2020-21,Females,1.754,77710
Permanent,2021-22,Females,2.249,75369
Permanent,2017-18,Females,13.044,29339
Permanent,2018-19,Females,14.146,32494
Permanent,2019-20,Females,14.373,34251
Permanent,2020-21,Females,16.382,33805
Permanent,2021-22,Females,19.113,28355
Permanent,2017-18,Females,1.162,60806
Permanent,2018-19,Females,1.31,61311
Permanent,2019-20,Females,1.342,63395
Permanent,2020-21,Females,1.605,68742
Permanent,2021-22,Females,1.891,64139
Permanent,2017-18,Females,6.652,25091
Permanent,2018-19,Females,7.185,27131
Permanent,2019-20,Females,7.506,29729
Permanent,2020-21,Females,8.934,29135
Permanent,2021-22,Females,10.498,28446
Permanent,2017-18,Females,11.173,27831
Permanent,2018-19,Females,11.975,29398
Permanent,2019-20,Females,11.968,35245
Permanent,2020-21,Females,13.02,34518
Permanent,2021-22,Females,14.53,32348
Permanent,2017-18,Females,40.73,12402
Permanent,2018-19,Females,43.443,13109
Permanent,2019-20,Females,44.904,14862
Permanent,2020-21,Females,51.047,14550
Permanent,2021-22,Females,63.259,10995
Permanent,2017-18,Females,37.173,6854
Permanent,2018-19,Females,38.824,7263
Permanent,2019-20,Females,40.534,8401
Permanent,2020-21,Females,46.934,7841
Permanent,2021-22,Females,57.891,5685
Permanent,2017-18,Females,5.5,25983
Permanent,2018-19,Females,6.428,25837
Permanent,2019-20,Females,6.677,28911
Permanent,2020-21,Females,7.885,24902
Permanent,2021-22,Females,10.459,16254
Permanent,2017-18,Females,4.61,28530
Permanent,2018-19,Females,5.291,24017
Permanent,2019-20,Females,5.325,31919
Permanent,2020-21,Females,5.844,30791
Permanent,2021-22,Females,7.205,30334
Permanent,2017-18,Females,13.939,41058
Permanent,2018-19,Females,15.841,41953
Permanent,2019-20,Females,17.236,47239
Permanent,2020-21,Females,20.007,45928
Permanent,2021-22,Females,24.73,42394
Permanent,2017-18,Females,6.368,20000
Permanent,2018-19,Females,6.62,20216
Permanent,2019-20,Females,6.674,23853
Permanent,2020-21,Females,7.586,23901
Permanent,2021-22,Females,8.685,21997
Permanent,2017-18,Females,31.902,25125
Permanent,2018-19,Females,36.039,28567
Permanent,2019-20,Females,37.241,32715
Permanent,2020-21,Females,43.201,31952
Permanent,2021-22,Females,51.673,31311
Permanent,2017-18,Females,41.121,10229
Permanent,2018-19,Females,45.501,10994
Permanent,2019-20,Females,45.664,12553
Permanent,2020-21,Females,50.744,12066
Permanent,2021-22,Females,66.878,10106
Permanent,2017-18,Females,10.866,46654
Permanent,2018-19,Females,14.974,39699
Permanent,2019-20,Females,13.609,48567
Permanent,2020-21,Females,15.706,51424
Permanent,2021-22,Females,21.168,42996
Permanent,2017-18,Females,31.938,18053
Permanent,2018-19,Females,34.418,16968
Permanent,2019-20,Females,37.84,21144
Permanent,2020-21,Females,40.539,22868
Permanent,2021-22,Females,47.947,19172
Permanent,2017-18,Females,84.429,28521
Permanent,2018-19,Females,95.397,29947
Permanent,2019-20,Females,99.254,30874
Permanent,2020-21,Females,125.32,31033
Permanent,2021-22,Females,151.43,26922
Permanent,2017-18,Females,5.846,7021
Permanent,2018-19,Females,6.775,7091
Permanent,2019-20,Females,7.197,9329
Permanent,2020-21,Females,8.019,9743
Permanent,2021-22,Females,9.352,6103
Permanent,2017-18,Females,13.264,14377
Permanent,2018-19,Females,14.726,15202
Permanent,2019-20,Females,15.713,17469
Permanent,2020-21,Females,18.082,19098
Permanent,2021-22,Females,20.626,14931
Permanent,2017-18,Females,380.432,18368
Permanent,2018-19,Females,416.876,19501
Permanent,2019-20,Females,433.322,22245
Permanent,2020-21,Females,496.802,21848
Permanent,2021-22,Females,603.716,18090
Permanent,2017-18,Persons,23.682,14961
Permanent,2018-19,Persons,24.639,17226
Permanent,2019-20,Persons,25.632,18133
Permanent,2020-21,Persons,29.605,16197
Permanent,2021-22,Persons,30.398,17324
Permanent,2017-18,Persons,22.825,107254
Permanent,2018-19,Persons,25.493,108472
Permanent,2019-20,Persons,27.556,113433
Permanent,2020-21,Persons,29.364,119067
Permanent,2021-22,Persons,35.31,111240
Permanent,2017-18,Persons,153.223,46745
Permanent,2018-19,Persons,161.31,49400
Permanent,2019-20,Persons,161.446,51225
Permanent,2020-21,Persons,177.431,51348
Permanent,2021-22,Persons,196.133,49764
Permanent,2017-18,Persons,15.965,79650
Permanent,2018-19,Persons,17.803,79327
Permanent,2019-20,Persons,18.717,84266
Permanent,2020-21,Persons,21.29,88134
Permanent,2021-22,Persons,23.619,85799
Permanent,2017-18,Persons,150.934,35422
Permanent,2018-19,Persons,159.101,36998
Permanent,2019-20,Persons,162.833,37884
Permanent,2020-21,Persons,178.501,39610
Permanent,2021-22,Persons,195.38,39179
Permanent,2017-18,Persons,110.824,46191
Permanent,2018-19,Persons,115.198,48912
Permanent,2019-20,Persons,117.005,52227
Permanent,2020-21,Persons,125.849,51863
Permanent,2021-22,Persons,135.244,51047
Permanent,2017-18,Persons,204.771,20425
Permanent,2018-19,Persons,215.445,21419
Permanent,2019-20,Persons,224.698,23150
Permanent,2020-21,Persons,248.462,23187
Permanent,2021-22,Persons,294.442,18355
Permanent,2017-18,Persons,193.991,12261
Permanent,2018-19,Persons,203.343,13093
Permanent,2019-20,Persons,217.44,14890
Permanent,2020-21,Persons,243.968,14267
Permanent,2021-22,Persons,285.036,10323
Permanent,2017-18,Persons,116.843,21296
Permanent,2018-19,Persons,131.526,22258
Permanent,2019-20,Persons,140.148,22198
Permanent,2020-21,Persons,150.221,27652
Permanent,2021-22,Persons,173.63,20685
Permanent,2017-18,Persons,44.718,55716
Permanent,2018-19,Persons,48.57,55254
Permanent,2019-20,Persons,49.056,61492
Permanent,2020-21,Persons,52.996,58843
Permanent,2021-22,Persons,62.838,62840
Permanent,2017-18,Persons,112.681,55467
Permanent,2018-19,Persons,126.593,56988
Permanent,2019-20,Persons,137.747,60767
Permanent,2020-21,Persons,153.952,61484
Permanent,2021-22,Persons,184.212,57082
Permanent,2017-18,Persons,46.159,27807
Permanent,2018-19,Persons,47.843,28790
Permanent,2019-20,Persons,49.624,31450
Permanent,2020-21,Persons,54.345,31752
Permanent,2021-22,Persons,60.68,30048
Permanent,2017-18,Persons,283.721,45712
Permanent,2018-19,Persons,313.054,49252
Permanent,2019-20,Persons,320.871,52806
Permanent,2020-21,Persons,356.524,53122
Permanent,2021-22,Persons,407.92,51971
Permanent,2017-18,Persons,287.276,14790
Permanent,2018-19,Persons,306.93,16062
Permanent,2019-20,Persons,309.271,17334
Permanent,2020-21,Persons,337.877,16774
Permanent,2021-22,Persons,405.084,14841
Permanent,2017-18,Persons,95.73,57884
Permanent,2018-19,Persons,117.34,55659
Permanent,2019-20,Persons,111.928,61353
Permanent,2020-21,Persons,123.289,64535
Permanent,2021-22,Persons,153.764,57206
Permanent,2017-18,Persons,170.6,28068
Permanent,2018-19,Persons,176.891,28330
Permanent,2019-20,Persons,194.375,32318
Permanent,2020-21,Persons,204.541,34425
Permanent,2021-22,Persons,234.184,30185
Permanent,2017-18,Persons,403.245,38965
Permanent,2018-19,Persons,448.251,40756
Permanent,2019-20,Persons,453.286,40718
Permanent,2020-21,Persons,561.094,42571
Permanent,2021-22,Persons,662.234,37471
Permanent,2017-18,Persons,36.446,14823
Permanent,2018-19,Persons,40.241,15160
Permanent,2019-20,Persons,42.306,16156
Permanent,2020-21,Persons,45.822,17790
Permanent,2021-22,Persons,51.306,11539
Permanent,2017-18,Persons,87.426,19717
Permanent,2018-19,Persons,96.807,20535
